Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.04.2024 10:00,32,756.5,756.8,-0.2,67,Wind blowing from the west-northwest,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25,,,,,,
04.04.2024 07:00,27.8,756.7,757.1,1.2,87,Wind blowing from the south,2,,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.4,1,24,,,,
04.04.2024 04:00,26.8,755.5,755.8,-0.6,90,"Calm, no wind",0,,,40%.,Rain (not freezing) not falling as shower(s). ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,25,1,3,,,,
04.04.2024 01:00,26.6,756.1,756.4,-0.8,88,Wind blowing from the north-northeast,1,,,40%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.4,Trace of precipitation,6,,,,
03.04.2024 22:00,29.6,756.9,757.2,1.1,81,Wind blowing from the east-northeast,3,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.9,,,,,,
03.04.2024 19:00,30.2,755.8,756.1,1.5,79,Wind blowing from the north-west,2,,,40%., ,,,,35.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.2,,,,,,
03.04.2024 16:00,31.4,754.3,754.7,-0.9,72,Wind blowing from the north-northwest,4,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,25.8,,,,,,
03.04.2024 13:00,34.8,755.2,755.6,-2.5,52,Wind blowing from the east,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,23.4,,,,,,
03.04.2024 10:00,31.2,757.7,758.1,0.1,76,Wind blowing from the north-northwest,2,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,26.4,,,,,,
03.04.2024 07:00,27.2,757.6,757.9,1.4,94,"Calm, no wind",0,,,70 – 80%.,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26.7,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,26.1,9,24,,,,
03.04.2024 04:00,27.2,756.2,756.5,-0.5,95,"Calm, no wind",0,,,60%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,26.4,8,3,,,,
03.04.2024 01:00,28.6,756.7,757.1,-1.2,84,Wind blowing from the west-northwest,1,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,25.7,1,6,,,,
02.04.2024 22:00,29.8,757.9,758.3,1.4,82,Wind blowing from the south-east,2,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,26.5,,,,,,
02.04.2024 19:00,29.9,756.5,756.9,1.6,83,"Calm, no wind",0,,,70 – 80%., ,,,,35,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.6,,,,,,
02.04.2024 16:00,30.1,754.9,755.2,-0.6,73,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.8,,,,,,
02.04.2024 13:00,34.8,755.5,755.8,-2.1,52,Wind blowing from the east-northeast,6,,,50%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,23.7,,,,,,
02.04.2024 10:00,32,757.6,757.9,-0.5,68,Wind blowing from the east,3,,,70 – 80%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.3,,,,,,
02.04.2024 07:00,26.9,758.1,758.5,1.5,93,"Calm, no wind",0,,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,26.4,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,25.6,2,24,,,,
02.04.2024 04:00,27,756.6,757,-0.7,94,Wind blowing from the west,1,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.9,0.4,3,,,,
02.04.2024 01:00,27.2,757.3,757.6,-1.5,93,"Calm, no wind",0,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Thunderstorm(s) with or without precipitation.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.9,2,6,,,,
01.04.2024 22:00,27.8,758.8,759.2,1.3,85,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.1,,,,,,
01.04.2024 19:00,28.6,757.5,757.8,1.6,83,Wind blowing from the west,1,,,60%., ,,,,34.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.5,,,,,,
01.04.2024 16:00,30.2,755.9,756.2,-0.2,76,Wind blowing from the east-northeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.5,,,,,,
01.04.2024 13:00,34.4,756.1,756.5,-2.2,58,Wind blowing from the north-west,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.1,,,,,,
01.04.2024 10:00,,758.3,758.7,0.1,,Wind blowing from the north-northeast,5,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,50-100,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",0.4,25.4,,,,,,
01.04.2024 07:00,27.8,758.2,758.5,1.9,87,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,27,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.4,Trace of precipitation,24,,,,
01.04.2024 04:00,28.2,756.3,757.3,-1.5,87,Wind blowing from the west,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.8,,,,,,
01.04.2024 01:00,29,757.8,758.1,-0.8,85,Wind blowing from the north-northwest,3,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",6,26.3,Trace of precipitation,6,,,,
31.03.2024 22:00,29.6,758.6,758.9,1,82,Wind blowing from the east,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.1,,,,,,
31.03.2024 19:00,30.8,757.6,757.9,1.3,77,Wind blowing from the north-west,2,,,70 – 80%., ,,,,34.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.3,,,,,,
31.03.2024 16:00,33.2,756.3,756.6,-0.8,58,Wind blowing from the south-southeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23.8,,,,,,
31.03.2024 13:00,34.4,757.1,757.5,-2.2,60,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,25.6,,,,,,
31.03.2024 10:00,31.2,759.3,759.6,0.2,73,Wind blowing from the north-northwest,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,25.9,,,,,,
31.03.2024 07:00,28.6,759.1,759.4,0.8,85,"Calm, no wind",0,,,50%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,27.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.9,7,24,,,,
31.03.2024 04:00,29,758.3,758.6,-0.5,84,Wind blowing from the south-east,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.1,,,,,,
31.03.2024 01:00,29.6,758.8,759.2,-0.6,79,Wind blowing from the east,4,,,60%.,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.6,Trace of precipitation,6,,,,
30.03.2024 22:00,30.8,759.4,759.7,1.4,73,Wind blowing from the east,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,25.4,,,,,,
30.03.2024 19:00,31.2,758,758.3,1.3,77,Wind blowing from the north-northwest,2,,,40%., ,,,,35.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.7,,,,,,
30.03.2024 16:00,34.8,756.7,757,-0.9,48,Wind blowing from the east-northeast,4,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,22.4,,,,,,
30.03.2024 13:00,34.8,757.6,757.9,-1.8,55,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,24.6,,,,,,
30.03.2024 10:00,32.6,759.4,759.8,0.3,62,Wind blowing from the east-southeast,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.5,,,,,,
30.03.2024 07:00,28.8,759.1,759.4,0.8,83,Wind blowing from the south,2,,,40%., ,,,26.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.6,0.2,24,,,,
30.03.2024 04:00,28,758.3,758.6,-0.6,88,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.9,,,,,,
30.03.2024 01:00,28.4,758.9,759.2,-0.4,91,"Calm, no wind",0,,,60%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,26.8,0.2,3,,,,
29.03.2024 22:00,29.2,759.3,759.7,1.2,80,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.4,,,,,,
29.03.2024 19:00,29.8,758.1,758.5,1.2,79,Wind blowing from the east-northeast,1,,,60%., ,,,,34.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.8,,,,,,
29.03.2024 16:00,31.4,756.9,757.2,-0.7,69,Wind blowing from the west-northwest,3,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25,,,,,,
29.03.2024 13:00,34.4,757.6,757.9,-1.8,52,Wind blowing from the east,4,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23.2,,,,,,
29.03.2024 10:00,31.6,759.4,759.8,0,64,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24,,,,,,
29.03.2024 07:00,27,759.4,759.7,0.9,88,"Calm, no wind",0,,,60%., ,,,26.2,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.8,,,,,,
29.03.2024 04:00,26.8,758.5,758.8,-0.3,86,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,,,,,,
29.03.2024 01:00,27,758.8,759.2,-0.7,85,"Calm, no wind",0,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,,,,,,
28.03.2024 22:00,27.6,759.5,759.9,1,82,"Calm, no wind",0,,,100%., ,,,,,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,,8,24.3,,,,,,
28.03.2024 19:00,29.4,758.5,758.8,1.3,78,Wind blowing from the south-southwest,1,,,100%., ,,,,34.2,Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,9,25.1,,,,,,
28.03.2024 16:00,30.6,757.2,757.5,-0.5,74,Wind blowing from the north-west,1,,,100%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,,10,25.5,,,,,,
28.03.2024 13:00,33.8,757.7,758,-1.7,59,Wind blowing from the north-west,6,,,"90  or more, but not 100%","Precipitation within sight, not reaching the ground or the surface of the sea. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.7,,,,,,
28.03.2024 10:00,32.2,759.4,759.7,0.3,66,Wind blowing from the west-northwest,4,,,60%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25,,,,,,
28.03.2024 07:00,28,759.1,759.4,1.4,87,Wind blowing from the west,1,,,50%., ,,,27.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.7,,,,,,
28.03.2024 04:00,28.7,757.7,758.1,-0.9,81,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.1,,,,,,
28.03.2024 01:00,29.5,758.6,759,-1.3,78,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.3,,,,,,
27.03.2024 22:00,30.1,759.9,760.3,1.3,71,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,,,,,,
27.03.2024 19:00,31,758.6,758.9,1.5,70,Wind blowing from the north-west,2,,,50%., ,,,,35.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.8,,,,,,
27.03.2024 16:00,34.2,757.1,757.4,-1.1,46,Wind blowing from the east,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,21.1,,,,,,
27.03.2024 13:00,35,758.2,758.5,-1.7,42,Wind blowing from the east,1,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,20.4,,,,,,
27.03.2024 10:00,31.6,759.9,760.2,0.5,65,Wind blowing from the west-northwest,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.3,,,,,,
27.03.2024 07:00,27.8,759.4,759.7,0.6,84,"Calm, no wind",0,,,50%., ,,,27,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.8,,,,,,
27.03.2024 04:00,27.2,758.8,759.1,-0.5,85,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.5,,,,,,
27.03.2024 01:00,29,759.3,759.6,-0.1,74,Wind blowing from the south-east,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,23.8,,,,,,
26.03.2024 22:00,29.6,759.4,759.7,0.9,76,Wind blowing from the east,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,25,,,,,,
26.03.2024 19:00,30.5,758.5,758.8,1.3,72,Wind blowing from the east,3,,,50%.,Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,35,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,24.8,,,,,,
26.03.2024 16:00,32,757.2,757.5,-0.4,65,Wind blowing from the east-northeast,4,,,60%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",12,24.7,,,,,,
26.03.2024 13:00,34.6,757.6,757.9,-1.7,51,Wind blowing from the east,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,23.1,,,,,,
26.03.2024 10:00,32.6,759.3,759.6,-0.1,61,Wind blowing from the east,3,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.2,,,,,,
26.03.2024 07:00,27.9,759.4,759.8,1,87,"Calm, no wind",0,,,70 – 80%., ,,,26.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.6,,,,,,
26.03.2024 04:00,27.8,758.4,758.7,0.1,88,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.7,,,,,,
26.03.2024 01:00,28.2,758.3,758.6,-0.6,87,Wind blowing from the east,2,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.8,,,,,,
25.03.2024 22:00,28.8,758.9,759.2,1.3,82,Wind blowing from the east-northeast,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.5,,,,,,
